X,Y,GTC,Slope,Elev,LakeArea,WinTem,SumTem,Pre,Aspect,SurAlbedo
75.7125015,34.5219002,-0.766362859781,0.0368531331713,138.664068959872,4749.9127971425,0.00245389189547,0.317858824909187,14.2946508950753,2.33331689439e-4,0.022033289364259
76.0715027,34.3429985,-0.947784417192,0.124398002951,137.206332076185,4559.18361090335,0.001311759358006,0.280761901341837,12.5593153502214,3.78881915528e-4,0.012268328738566
90.2297974,28.1096992,-2.0531605204,0.410877742793,154.087281688347,4427.56936992567,2.29353510908e-4,-0.191890008583384,7.70174314774492,4.29000470029e-4,0.012121298280703
72.7349014,35.7434998,-0.525241738017,0.0101103041529,295.704788034469,4271.55554888051,0.00215321029234,0.233984666405692,17.0867599835179,0.001299906775917,0.03317670097267
88.6605988,27.9974003,-0.949835942816,0.059717861371,229.348525398048,5844.59815852484,4.72337074046e-4,0.020435192610686,28.7282571547922,0.001739237158477,0.026211886341069
88.6869965,27.9951,-1.87946196245,0.99104056855,137.015793538646,5371.23984854764,4.72337074046e-4,-0.04921163802599,16.3373697929153,0.001739237158477,0.026211886341069
88.7123032,27.9911003,-2.54830432739,1.27594390214,126.089420134393,5477.1614217024,4.72337074046e-4,-0.294451914572341,14.492518982307,0.001739237158477,0.026211886341069
75.3851013,35.3620987,-0.908811597297,0.0444370380137,217.346807501237,4691.40174356156,0.001551273324853,0.326184083880935,17.329095880258,0.001751026544367,0.0358859744257
96.5056992,29.4568996,-3.93705738419,0.405827739581,161.072319387255,3911.92384199969,-8.6805132133e-4,0.048976548832032,7.87745066970279,0.001769387382892,0.003787332043356
71.9206009,36.3065987,-0.819452886182,0.0121649470083,152.707085587956,4066.21016720307,-5.28779468656e-4,-0.035593612382826,6.40346543779586,0.001782397309349,0.041512800247196
90.2414017,28.1147995,-2.90984212728,1.31987246237,177.193114384601,4468.06133076123,-2.12664999938e-4,-0.151508445900958,14.9170791612146,0.002109810288003,0.013912149900012
88.2710037,27.8097,-0.63412198255,0.0224527918816,179.322162849151,5769.8855800621,-0.001461049653106,-0.087382056872132,13.7513751888528,0.002115350430883,0.002425109260084
